Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_abbr,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,img_id,image_id,trade_price,real_cost,cellar_price,enoteca_price,mark-up,margin_%,Source,
ON,by_btl,Sparkling,Australia,,,,1042,NV,,Jacob’s Creek Chardonnay Pinot Noir Sparkling,杰卡斯霞多丽黑品乐起泡葡萄酒,750,,,,,,,,"颜色：中等稻草黄绿色,细腻而持久的气泡。
香气：完美结合了来自莎当尼新鲜柠檬的香气及来自黑皮诺的红醋栗的香气。
口感：优雅的柑橘类果香，结合奶油坚果的酵母香气，使得葡萄酒浓郁且富结构感。口感细腻而清爽。
Colour:
Mid straw green with a fine gas bead and persistent mousse.
Bouquet:
The refreshing lemon citrus aromas of Chardonnay are in harmony with
the red currant characters of Pinot Noir.
Palate:
Generous citrus fruit flavours are enhanced with creamy nutty yeast characters providing both richness and structure. The wine finishes soft,crisp and clean.",,,¥	126.00,¥	101.00,¥	121.20,¥	320.00,217%,68%,PRC,
ON,by_btl,Sparkling Rosé,Australia,,,,1047,NV,,Jacob’s Creek Moscato Sparkling semi-sweet,杰卡斯莫斯卡托桃红半干起泡葡萄酒,750,,Moscato/100%,,,,,,"颜色：浅粉色
香气：展现新鲜芬芳的覆盆子和草莓的芳香，同时略带一丝梨子的香气。
口感：轻度酒体，口中展现新鲜红色水果风味。优雅细腻的气泡和清新的口感达到了完美的平衡,带来难忘的品酒体验。
Colour:
Pale pink.
Bouquet:
Fresh, fragrant raspberry and strawberry aromas with hints of pear.
Palate:
Light and refreshing with red summer berry flavours. The wine is
elegantly balanced on the palate with the fine bubbles and a crisp finish
creating a tantalising drinking experience.",,,¥	126.00,¥	101.00,¥	121.20,¥	320.00,217%,68%,PRC,
ON,by_btl,White,France,Alsace,,,2038,2011,Meyer Fonne Riesling,Meyer Fonne Riesling,芳妮美雷司令白葡萄酒,750,,Riesling,,,90（WA),,,"The Riesling displays a strong sense of terroir expression, stylishness with lovely aromas of lime peel, mint and hints of white flowers on the nose, finishes with bright lemony, mineral, green apple and peach favors本款雷司令极为忠实的表现出了当地独特的风土，散发出青柠皮，薄荷花，以及野姜花的风格气息。回味中充满柠檬，青苹果，蜜桃的气息，并夹带矿物质感，令人心旷神怡。",,,¥	138.00,¥	111.00,¥	133.20,¥	330.00,197%,66%,KER,
ON,by_btl,Red,Australia,South Australia,Barossa Valley,,4204,2010,,Yalumba “Y” Shiraz,御兰堡雅系列设拉子红葡萄酒,750,,Shiraz/100%,,,89,,,"Crimson purple colour;
Blueberries, violets and cherry ripe with hints of cinnamon;
Vibrant and medium bodied, fine white pepper tannins and hints of cherry in finish. 
紫红色泽；
蓝莓，紫罗兰，成熟樱桃混杂丝丝桂皮辛香；
活跃的中度酒体，细致单宁搭配轻微白胡椒和樱桃果香，余韵绵长
",,Yalumba_Y_Shiraz.png,¥	119.00,¥	101.00,¥	121.20,¥	320.00,217%,68%,SMG,
ON,by_btl,White,France,Alsace,,,2039,2009,Trimbach Riesling,Trimbach Riesling AOC,婷芭克世家阿尔萨斯薏丝琳法定产区干白葡萄酒                              ,750,,Riesling/100% ,,86,,,,"Light golden color. Nose of sweet apples, peaches, flowers. Palate of same with some citrus, petrol, minerals. Very balanced. Essentially dry. Great wine.
此酒呈淡淡的金色。有着甜甜的苹果，桃子以及花的香气。还带有一些柑橘香及汽油和矿石的气息。平衡较好、质地干洌。是一款佳酿",,Trimbach_riesling.png,¥	203.00,¥	158.00,¥	189.60,¥	400.00,153%,61%,ASC,
OFF,by_btl,Red,France,Bordeaux,Bordeaux Rouge,,4003,2010/2011,,Baron Philippe de Rothschild Mouton Cadet Rouge,罗思柴尔德男爵木桐嘉棣红葡萄酒 ,750,12.50%,"Merlot/65%
Cabernet Sauvignon/20%
Cabernet Franc/15%",,,,,,"A scintillating, deep garnet red. Highly expressive black fruit at first, especially blackberry, with touches of toast and fine spice, then more complex fresh fruit aromas, especially cherry and redcurrant, that burst from the glass. Particularly supple and round on the attack, displaying an attractive harmony between silky tannins and the freshness of the fruit on the nose. A hedonistic wine, succulent and richly flavored, ending on a generous and pleasant, fruit-filled finish. Rib steak with shallots, breast of veal, duck, lamb cutlets.
鲜明亮丽的深石榴红色。扑鼻而来的是黑色水果（尤其是带烤面包和辛香的黑莓）的香味，樱桃和红醋栗的新鲜果香也相继绽放。口感柔顺圆润，丝滑的单宁和新鲜的果味巧妙的融合。这是一款快乐、美味并充满果香的酒，余味丰富愉悦。适于搭配香葱牛肋，牛胸肉，鸭子和烤羊排。",,,¥	148.00,¥	104.00,¥	124.80,¥	360.00,246%,71%,Torres,
ON,by_btl,Red,Portugal,Douro,,,4182,,,FILÃO Douro Portugal,飞傲特级干红,750,,,,,,,,,,,¥	140.00,¥	105.00,¥	126.00,¥	330.00,214%,68%,SCH,
ON,by_btl,Red,New Zealand,South Island,Marlborough,,4244,2010,,Clos Henri Petit Clos Henri Pinot Noir,亨利葡萄园小亨利黑皮诺,750,,,,,,,,,,,¥	135.00,¥	105.00,¥	126.00,¥	320.00,205%,67%,ASC,
ON,by_btl,Red,Chile,Aconcagua,Casablanca,,4297,2011,,Vina Casablanca Cefiro Pinot Noir,卡萨布兰卡酒庄天逸珍藏系列黑比诺红葡萄酒,750,13.0%,Pinot Noir,,,,,,"Deep ruby color. Its nose is a mix of earth, flowers, and fruit, with a weighty palate containing notes of cassia and black raspberry. Its finish is smooth and friendly, and will likely develop greater velvet undertones over a year.
鲜艳的红宝石色，芳香中饱含浆果，花香和泥土的气息，入口有着浓郁的醋栗和黑覆盆子风味。口感柔顺且容易饮用，稍作陈年后口感会更醇厚。",,cefiro_Pinot_Noir_casablanca.png,¥	120.00,¥	105.00,¥	126.00,¥	330.00,214%,68%,EMW,
ON,by_btl,White,France,Alsace,,,2040,2009,Trimbach Pinot Blanc,Trimbach Pinot Blanc,法国婷芭克世家阿尔萨斯白皮诺法定产区干白葡萄酒                              ,750,,Pinot Blanc/100%,,,,,,"Pale green-yellow in hue.  Quick to mature, it is fruity, dry and well balanced with interesting, complex flavors. A versatile wine, suitable for any occasion. 
It is delicious on its own, as an aperitif, or with a light meal, ideal for Banquets and similar occasion.
酒体呈淡淡的黄绿色，酒质干爽，果味浓厚，是一款适合各种场合的美酒。
无论单独饮用，或作为开胃酒，或搭配清淡食品都非常适合，是宴会等类似场合的最佳选择。
",,Trimbach_pinot_blanc.png,¥	164.00,¥	128.00,¥	153.60,¥	390.00,205%,67%,ASC,
ON,by_btl,White,France,Alsace,,,2041,2011,Meyer Fonne Gewürz Reserve,Meyer Fonne Gewürztraminer Reserve,芳妮美琼瑶浆珍藏白葡萄酒,750,,Gewürztraminer,,,,,,"Very aromatic with pure notes of rose, spices, and exotic fruit. It presents a rich, extra-ripe finish to the palate with notes of honey, without being heavy. As an aperitif, solo, with strong cheeses (Munster, Bleu, Epoisses, for example...) and also to accompany exotic cuisines.佳酿芬芳的酒香中有着玫瑰、香料和异国水果香。其浓郁熟透的余韵及口感中有着一丝蜂蜜香，却没有丝毫沉重感。佳酿可以作为开胃酒，也可单独品鉴，也可和硬奶酪搭配（例如芒斯特、蓝莓菌奶酪、瓦斯奶酪），或者和外国菜搭配。",,,¥	198.00,¥	160.00,¥	192.00,¥	400.00,150%,60%,KER,
ON,by_btl,White,France,Alsace,,,2042,2010,Trimbach Gewürz,Trimbach Gewürztraminer AOC,法国婷芭克世家阿尔萨斯格乌兹莱妮法定产区白葡萄酒                              ,750,,Gerwürztraminer/100% ,,,,,,"Nice golden color. Nose of lychee and apricot. Full bodiied. Relatively complex -flavors of lemon and grapefruit with delicate herbal and hint of honey on the end. Long finish with perfect acidity-not too much, not too little.
拥有迷人的金色色泽。有着荔枝与杏仁的香气。酒体丰腴，融合了浓郁的柠檬和柚子伴随着精致的草药味及淡淡的蜂蜜香气。回味持久，丹宁醇厚，酸度也恰到好处。",,Trimbach_gewurztraminer.png,¥	247.00,¥	193.00,¥	231.60,¥	490.00,154%,61%,ASC,
ON,by_btl,White,France,Alsace,,,2043,2010,L. Albrecht Reserve Pinot Gris,L. Albrecht Reserve Pinot Gris,露茜茵艾伯特珍藏灰皮诺白葡萄酒  ,750,,Pinot Gris,,,,,,"酒体丰富，饱满，圆润，余味悠长，可以和一些清淡的用奶油烹制的鱼类或者家禽搭配饮用                             Rich and full, round and long in the mouth, it goes well with fish cooked in butter and cream and poultry served with a sauce.
",,Lucien_Albrecht_Reserve_Pinot_Gris.png,¥	198.00,¥	149.00,¥	178.80,¥	390.00,162%,62%,Watsons,
ON,by_btl,Red,France,Loire,IGP du Val de Loire,,4086,2011,,Henri Bourgeois Petit Bourgeois Cabernet Franc,亨利博卢瓦庄园小老板加本力红葡萄酒                              ,750,,Cabernet Franc/100% ,,,,,,"An aromatic wine with soft tannins and good structure.  Fruity flavors on the palate are balanced with oak, leading to a long finish. 此酒香气馥郁，单宁柔和，结构颇为精致。橡木气息令其水果口味十分和谐，回味持久绵长。",,PETIT_BOURGEOIS_CABERNET FRANC_NV.png,¥	139.00,¥	108.00,¥	129.60,¥	340.00,215%,68%,ASC,
ON,by_btl,Red,Italy,Piedmont,Barbera d'Asti,,4096,2010,,Michele Chiarlo Barbera d'Asti DOC Sup,迈克基阿罗酒庄精选阿斯蒂巴贝拉奥秘法定产区干红葡萄酒                              ,750,,Barbera/100%,,,,,,"
Ruby color with purple highlights. Elegant with fine intensity, suggestive of wild berries and mint. Dry, full-fruited and well structured.
Food suggestion: 
Dishes based on meat poultry and excellent with medium-bodied cheeses. 
红宝石般的色泽掩映出紫色光芒。酒体醇浓精致而优雅，令人联想到野浆果，薄荷的清香。干冽，果味丰富，富于层次感。
搭配禽类，口味适中的乳酪十分理想。
",,michele_chiarlo_barbera_dAsti.png,¥	139.00,¥	108.00,¥	129.60,¥	340.00,215%,68%,ASC,
ON,by_btl,Red,Spain,Castilla y Leon,Toro,,4171,2011,,Telmo Rodriguez Dehesa Gago,德萨佳阁红葡萄酒                              ,750,,"Tinta de Toro


",,,,,,"This immediate attractive red is filled with plenty of ripe berries fruit and sweet chocolate element. Medium to full body, seamless and very rounded. 
这款魅力红酒充满了大量的成熟浆果与甜巧克力的风味。酒体中等至饱满，入口紧凑，非常圆润。

",,Dehesa_Gago.png,¥	138.00,¥	108.00,¥	129.60,¥	340.00,215%,68%,ASC,
ON,by_btl,White,France,Languedoc-Roissillon,IGP d’Oc,,2044,2010,Lafite Aussieres Blanc,Lafite Aussieres Blanc,奥希耶白葡萄酒                              ,750,,Chardonnay/100%,,,,,,"Beautiful bright colour. The nose this year is particularly fruity with very harmonious notes of citrus and
exotic fruits.
Delicate attack in the mouth rapidly followed by a sensation of freshness. The wine presents good body and
perfect balance between acidity and smoothness. The finish is balanced and elegant and makes this wine
suitable for all occasions: as an aperitif or as an accompaniment to a starter or fish.
酒色明亮。酒香清新，散发着柑橘类水果和异国水果的香气。初尝一口，便能很快感受到它的清新。酒体饱满，酸度均衡，柔和。余味和谐优美。
作为开胃酒，佐餐或搭配鱼类，适合各个场合品尝。


",,Aussieres_blanc_nv.png,¥	109.00,¥	109.00,¥	130.80,¥	340.00,212%,68%,ASC,
ON,by_btl,Red,France,Languedoc-Roissillon,IGP d’Oc,,4091,2011,,Lafite Aussieres Rouge,拉菲奥希耶红葡萄酒                              ,750,,"Cabernet Sauvignon/ 55%
Syrah/ 30%
others/ 15%
(Grenache, Mourvèdre, Merlot and Cabernet Franc)

",,,,,,"Beautiful intense garnet and violet colour. The complementary nature of Cabernet Sauvignon and Syrah is
evident in the nose, the notes of liquorice and violet blend perfectly with the red fruit and spices of the
Syrah.
In the mouth the explosive full-bodied attack is very typical of a Languedoc wine. It then settles down,
delicately becoming harmonious. The tannins are silky and well-rounded. The finish, full of freshness, again
expresses liquorice and spices.
 酒体为美丽的浓郁红石榴色与紫罗兰色。可以闻到浓郁的加本力苏维翁与设拉子的气息，甘草和紫罗兰的气息与红色水果以及香料完美混合。
初尝可以明显感受到是典型的朗格多克红酒，渐渐地口感和谐。单宁柔和圆润。余味充满清新感，并再次感受到甘草与香料的味道。

",,Aussieres_rouge_nv.png,¥	109.00,¥	109.00,¥	130.80,¥	340.00,212%,68%,ASC,
ON,by_btl,White,France,Languedoc-Roissillon,IGP l'Herault,,2045,2008,Mas de Daumas Gassac Blanc,"Mas de Daumas Gassac Blanc, the grand cru of South France",德玛仕谷干白（玛德玛嘉萨高地峡谷干白）,750,,"Viognier/20% 
Chardonnay /20%
Petit Manseng /20%
Chenin Blanc /20%
rare grape/20%
varieties from all over the world.
",,,,,,"To be drunk young (in the first 18 months) to appreciate its magnificent minerality and very complex fruit aromas.
Or, to be kept at least from 4 to 12 years to discover a very rich wine with notes of honey and crystallized fruits.
Delicious by itself as an aperitif or with oysters, foie gras or any grilled fish.
可选择早期饮用（前18个月内）从而享受此酒诱人的矿物质气息和层次极其丰富的果香。
或待葡萄酒陈年4年至12年时享用，感受陈年赋予葡萄酒的蜂蜜气息以及浓郁的蜜饯水果的风味。
作为餐前酒单独饮用或搭配生蚝，鹅肝及烤鱼享用都十分理想。
",,Mas_de_Daumas_Gassac_rouge.png,¥	536.00,¥	418.00,¥	501.60,"¥	1,050.00",151%,60%,ASC,
ON,by_btl,Red,Italy,Tuscana,IGT Rosso,,4127,2011,,"Mazzei Badiola, Toscana IGT",芭迪奥拉红,750,13.2%,"Sangiovese/70%
Merlot/30%",,,,,,"Youthful body, fresh red berry flavors, vibrantly bright taste
充满新鲜的红色浆果风味，酒体非常年轻并充满韵味。",,mazzei_badiola.png,¥	125.00,¥	110.00,¥	132.00,¥	350.00,218%,69%,EMW,
ON,by_btl,Sparkling,Spain,Cava,,,1034,NV,,Segura Viudas Aria,维达斯艾瑞娅起泡酒,750,12%,"Macabeo/ 50%
Parellada/40%
Xarel.Lo /10%",,,,,,"该款起泡酒散发出矿物，柑橘和清新苹果的果香，非常纯洁和迷人。香气和口感上都带有迷人的桃子，香蕉和甜瓜的果香味道。果香味集中，品质上乘。一款物超所值的起泡酒。                               Mineral, lime and crisp apple aromas give it a precise, pure nose. And that same character exists on the palate and finish, where white peach, green banana and melon flavors are full and forward. Shows good concentration and quality.  A fine value.

",,Segura_Viudas_Aria.png,¥	148.00,¥	111.00,¥	133.20,¥	350.00,215%,68%,Watsons,
ON,by_btl,White,France,Languedoc-Roissillon,VDF,,2046,2010,Le Bosq Blanc,Le Bosq Blanc Vin de France ,博斯克白葡萄酒 ,750,12%,"Colmbard/50%
Ugri Blanc/40%
Sauvignon/10%",,,,,,"此酒有新鲜柑橘味，绿色和白色的清新的桃子味道。
Fresh flavours of green citrus and white peaches with a refreshing and well-balanced palate.",,,¥	70.00,¥	52.00,¥	62.40,¥	223.00,329%,77%,LKS,
ON,by_btl,Rosé,France,Bordeaux,Bordeaux Rosé,,3001,2011,,Clarendelle Rosé,克兰朵桃红葡萄酒                              ,750,," Merlot/75%
Cabernet Franc/7.5%
Cabernet Sauvignon/17.5% 
",,,,,,"Intense, bright and pink ruby color. Beautiful harmony on the nose as well as on the palate. Seductive and expressive aromas of red berries, redcurrant, raspberry, blackberry and blackcurrant. The fruit finds its full expression in a beautifully structured, balanced, ample and refined palate.
Ideal serving temperature: 12° C - 14°C.
此酒具有明亮粉色宝石红,口感和嗅觉完美的结合,散发诱人的红浆果,黑醋栗, 覆盆子,黑莓和黑加仑香味.结构平衡,口感浓郁,酒体丰满,散发阵阵香味.理想的侍酒温度: 12° C - 14°C.",,clarendelle_rose_nv.png,¥	142.00,¥	111.00,¥	133.20,¥	380.00,242%,71%,ASC,
ON,by_btl,Red,France,Bordeaux,Blaye,,4038,2009,,Chateau Grand Moulin Cotes de Blaye,大磨坊酒庄红葡萄酒,750,13.00%,"Merlot/70% 
Cabernet Sauvignon/25%
Cabernet Franc/5%",,,,,,Aromas of ripe fruits harmoniously blend with roasted notes. This wine is soft with elegant tannins. It can be drunk immeidately but will age for 4-5 years,,,¥	125.00,¥	111.00,¥	133.20,¥	360.00,224%,69%,KER,
ON,by_btl,Sparkling,Australia,,,,1043,NV,,Chandon Brut NV,香桐起泡葡萄酒,750,12.50%,"Chardonnay
Pinot noir",,,,,,"Chandon Sparkling NV
The entry is soft with generous primary fruit characters followed by a creamy mid-palate offering nougat and nectarines extending to a lingering and crisp brut finish. A vibrant, fresh style with subtle fruit flavours and a balanced creamy palate.
香桐起泡葡萄酒
明快新鲜的柑橘果香和鲜花的香味竞相绽放。阵阵的生梨和白色油桃的果香与可口的烤榛子和细腻的香料的气息融为一体。入口果香浓郁，随后如奶油般柔和的口感衬托出了果仁糖和油桃的味道；回味悠长，清冽干爽。",,Chandon_Brut_NV_beautyshot.png,¥	125.00,¥	112.00,¥	134.40,¥	360.00,221%,69%,MHD,
ON,by_btl,White,France,Languedoc-Roissillon,,,2047,2011,Fortant Chardonnay,Fortant Chardonnay,法国花都莎当妮干白葡萄酒                              ,750,, Chardonnay/100%,,,,,,"
Light yellow- gold straw color. Intense aromas of pears, pineapple and hazelnuts. The mouth is creamy with notes of figs and vanilla. 
Food Suggestions: Pairs perfectly with white meat and fish in sauce, mussels in creamy sauce, sushi and sashimi.
 颜色介于浅黄和麦秆的金色之间，具有开放的梨，菠萝和榛子香气。奶油般的口感中带有无花果和香草的味道。
与白肉，奶油浇汁鱼，奶汁壳类海鲜，寿司和生鱼片堪称绝配。

",,Fortant_chardonnay_nv.png,¥	81.00,¥	63.00,¥	75.60,¥	252.00,300%,75%,ASC,
ON,by_btl,White,Germany,Mosel,,,2048,2011,W. St. Urbans-Hof Urban Riesling,Weignut St. Urbans-Hof Urban Riesling,优班雷司令白葡萄酒,750,,Riesling,,,,,,"Nik Weis, owner and winemaker of Germany's renowned St. Urbans-Hof Weingut has sourced the best quality wines from neighbouring vineyards to produce Urban Riesling, a new wine with traditional roots. It has a complex, smoky and floral nose, a juicy, fruity elegant mouthfeel with a minerality that finished off dry and leaves a desire for the next sip.尼克·威尔斯，德国著名葡萄酒庄圣乌班荷夫的主人和酿酒师，该酒庄一直收购邻庄高质量的葡萄酒用于酿造乌班雷司令葡萄酒，这是一款有着传统底蕴的新酒。佳酿酒香复杂，有着烟熏香和花朵香，口感果汁味浓，果味优雅，余韵干燥有矿物香，会让你情不自禁的想喝下一口。",,,¥	130.00,¥	112.00,¥	134.40,¥	360.00,221%,69%,KER,
ON,by_btl,Red,Italy,Veneto,Valpolicella,,4154,2008,,Coffele Valpolicella,凯菲勒-瓦波里切拉红葡萄酒,750,,,,,,,,,,,,¥	112.00,¥	134.40,¥	290.00,159%,61%,SND,
ON,by_btl,Red,Spain,Cataluña,,,4172,2009,,Torres Gran Sangre de Toro,桃乐丝特级公牛血干红葡萄酒,750,14.00%,"Garnacha Tinta/60%
Cariñena/25%
Syrah/15%",,89,,,,"All the exuberant aroma traditionally found in an intense, ripe red wine.A sensual background of fine spices in good balance with perfumed notes reminiscent of blackberries.Full, long finish on the palate.This wine goes well with stuffed peppers, game, and meat dishes with spicy or sweet and sour sauces.
这是一款酒体厚重，颜色深红的成熟葡萄酒。香气丰富，带有诱人精妙的辛辣气味，同黑莓的气息完美平衡。口感丰富，回味持久。此酒可与辣味、甜味或酸味的野味或肉类菜肴完美搭配。",,,¥	199.00,¥	112.00,¥	134.40,¥	320.00,186%,65%,Torres,
ON,by_btl,Red,Italy,Abruzzo,Montepulciano d’Abruzzo,,4160,2008,,Canaletto Montepulciano IGT ,卡拉力图蒙塔路尔红葡萄酒IGT,750,13.00%,Montepulciano/100%,,,,,,"此葡萄酒富有强烈之性格，层次中带有草莓及李子香味。味道浓郁。
Canaletto Montepulciano d’Abruzzo is a hugely characterful red wine, filled with layer upon layer of damson and morello cherry flavours. Ideal with a variety of meaty pasta sauces or grilled red meat.",,Canaletto_Montepulciano_d_Abruzzo.png,¥	125.00,¥	113.00,¥	135.60,¥	360.00,219%,69%,LKS,
ON,by_btl,Red,Chile,Central Valley,Maipo,,4292,2009,,Santa Rita Medalla Real Cabernet Sauvignon,桑塔丽塔真实勋章加本力苏维翁特酿干红葡萄酒                              ,750,,"Cabernet Sauvignon/95% 
Cabernet Franc/5% 
",,,,,,"Intense and deep ripe red ruby color. Its bouquet combines blackcurrant, ripe red cherries, blackberries and mineral notes. Displays powerful and concentrated ripe tannins and a strong backbone, with depth and a lingering finish.
Very spicy red meats, game bird meat, ripe cheese.
红宝石般的色泽，深沉而浓郁。黑醋栗、成熟的红樱桃、黑莓及矿物质气息交织融合，十分复杂。口感强劲，单宁成熟醇郁，回味深沉而持久。
适合搭配口味偏辣的红肉、野禽及婪乳酪。

",,Santa_rita_medalla_real_gran_reserva_cabernet_sauvignon_2007.png,¥	145.00,¥	113.00,¥	135.60,¥	360.00,219%,69%,ASC,
ON,by_btl,Sparkling,Italy,Piedmont,Moscato d’Asti,,1037,2012,,Pelissero Moscato d’Asti,潘丽赛罗酒庄甜起泡葡萄酒,750,5.5%,Moscato,,,,,,"Colour:yellow/green colour with golden reflexes in a framework of persistent bubbles.
Nose: Typical flavours are those of acacia white flowers, of passion fruit, of honey with mineral aromas of sage, thyme and mint, typical of our land.
Palate: The palate senses a pleasant and tasty flavour with a balanced acidity to contrast the outstanding residual sugary background of the ripe grapes, such as to make this wine agreeable and intense.
颜色：黄绿色的晶莹酒体中带有持续性很强的气泡
香气：典型的口味中带有白色花朵，金合欢，百香果，蜂蜜与带有矿物质般鼠尾草的香气。同时具有当地典型百里香和薄荷的香味。
口感：愉悦，可口的口感。均衡的酸度与成熟的葡萄所留下的少量的残糖形成了良好的平衡。",,pelissero_moscatodAsti.png,¥	130.00,¥	115.00,¥	138.00,¥	360.00,213%,68%,EMW,
ON,by_btl,White,Germany,Mosel,,,2049,2011,Egon Müller Scharzhof Riesling,"Egon Müller ""Scharzhof"" Riesling",伊慕施华雷司令 ,750,,Riesling/100%,,,,,,"This wine is clearly refined, pure, with aromas of asparagus, mineral, white flower. It bubbles very subtly. The palate is supreme and beautiful, with a truly fine, limpid, crystal-clear definition. It provides a tingling, laser-show of acidity which embodies the wine with a well defined, incisive character. Very impressive.
酒色清亮浅黄，带绿色光泽，闻之有芦笋，矿味，白花香。入口略有起泡感，酒体丰润不肥腻，精致清爽，酸度悠长，有令人难以捉摸的层次感。颇为动人。",,,¥	372.00,¥	258.00,¥	309.60,¥	660.00,156%,61%,Torres,
ON,by_btl,White,Germany,Mosel,Piesport,,2050,2011,W. St. Urbans-Hof Piesporter G Riesling,Weignut St. Urbans-Hof Piesporter Goldtropfchen Riesling Kabinett,圣优荷夫金滴园雷司令白葡萄酒,750,,Riesling,,,,,,,,St_Urban_hof_Goldtropfchen_Piesport_kabinett_2011.png,,¥	268.00,¥	321.60,¥	670.00,150%,60%,KER,
ON,by_btl,Red,France,Bordeaux,Bordeaux Rouge,,4004,2010,,Lafite Légende Bordeaux Rouge,拉菲传奇波尔多法定产区红葡萄酒                              ,750,,"Cabernet Sauvignon/60% 
Merlot/40%",,,,,,"Colour: Crimson with good intensity
Nose : Dense and aromatic driven by toasted aromas and dark fruits (blackcurrant).
Palate: Ample and fleshy at first with good sugar levels. It is a powerful wine with a long toasted and
spicy finish. 酒体呈亮深红色。
浓郁的芬芳伴随着烘烤的香味以及黑醋里的果香。
初尝一口，口感丰富饱满，甜度适中。这是一款比较强劲的酒，伴有持久的烘烤味和辛辣的回味。
",,Legende_de_lafite_rouge_2010.png,¥	115.00,¥	115.00,¥	138.00,¥	360.00,213%,68%,ASC,
ON,by_btl,Red,France,Bordeaux,Bordeaux Rouge,,4005,2007,,Mascaron Par Ginestet Bordeaux Rouge,吉娜斯至尊波尔多法定产区干红葡萄酒                              ,750,,"merlot/60%
cabernet sauvignon/40% 
",,,,,,"This wine offers a deep ruby red colour. The nose is powerful, opening out into notes of wild strawberries, prunes, liquorice and a hint of vanilla. In the mouth, it is ample and rich, leading in to very silky tannins.
This very complete wine will go perfectly with red meat dishes and strong cheeses.
酒体呈现深红宝石色。风格强劲，酒体混合有草莓，梅干，甘草及淡淡的香草味。口感非常丰富淳厚，带有柔顺的单宁。与红肉菜肴及浓郁奶酪将会是最完美的搭配。",,ginestet_rouge_2006.png,¥	147.00,¥	115.00,¥	138.00,¥	360.00,213%,68%,ASC,
ON,by_btl,Red,Spain,Rioja,,,4176,2007,,Campo Viejo Rioja,帝国田园干红,750,,"Made from Tempranillo
Garnacha 
Mazuelo grapes. ",,,,,,"酿造和陈年
经过严格的发酵控制。葡萄酒装瓶前在橡木桶中成熟12个月，之后继续成熟6个月。使之更加柔和。
品酒记录：
深宝石红色，带有深色浆果和香草的香气。天鹅绒般的顺滑，口感优雅。
食物搭配：
与红肉和禽类菜肴，烧烤以及奶酪都可以很好的搭配。",,,¥	144.00,¥	115.00,¥	138.00,¥	360.00,213%,68%,PRC,
ON,by_btl,White,Germany,Mosel,,,2051,2007,JJ Prüm G.H. Riesling Kabinett,Joh. Jos. Prüm Graacher Himmelreich Riesling Kabinett,普朗酒庄仙境园珍藏薏丝琳半甜白葡萄酒                              ,750,,Riesling/100 % ,,,,,,"J.J.Prüm Rieslings with their fascinating interplay between fruitiness, minerality and acidity are very versatile wines: They can be enjoyed by themselves, as apéritif or with many different kinds of food, not only Western style dishes. These wines also match particularly well with many different Asian cuisines, be it the diverse Chinese Cuisines, Japanese Sushi or Teppanyaki, or spicy Thai, Vietnamese or Indonesian dishes. Serve these wines chilled!
 普朗酒庄薏丝琳是一款百搭的葡萄酒, 果味,矿物味及酸度之间的搭配完美.普朗酒庄薏丝琳可单独作为前菜或者搭配各种其他风格的食物（不仅仅是西餐）享用.这款薏丝琳更能搭配各种不同的亚洲美食,不同的中餐,寿司,日式铁板烧,辛辣泰餐,越南菜或印度尼西亚菜.冷藏后风味更佳.
",,J_J_Pruem_GraacherHimmelreichKab07.png,¥	410.00,¥	320.00,¥	384.00,¥	800.00,150%,60%,ASC,
ON,by_btl,Red,Germany,Rheinhessen,,,4186,,,Weingut P.J.Valckenberg Dornfelder Red,沃克堡多斐德红葡萄酒,750,,,,,,,,,,,¥	149.00,¥	116.00,¥	139.20,¥	380.00,228%,69%,ASC,
ON,by_btl,Red,Spain,Castilla y Leon,Ribera del Duero,,4166,2011,,Figuero Roble 4,菲谷露卢布红葡萄酒,750,13.50%,Tempranillo /100%,,,90,,,"Cherry, red colour, medium body, blackberries and cherries. Clean oak notes. Visual: intense robe, with the crimsons prevailing over a clean, bright background, attesting to the wine´s youth. The glass is inundated with legs, suggesting alcoholic strength and oily palate. Aroma. the initial aroma is dominated by the best of new oak, with hints of toast on a spicy background. Fruitiness character beneath the wood- Taste: moderate acidity, splendour of a rounded wine excellently structured on sweet tannins, with the velvety of Tempranillo. Elegant and lingering finish. 鲜艳的红色。中等酒体。红色水果、干净橡木的香气和味道。视觉：深红色，在干净清澈的背景前特别显著，代表着葡萄酒的年轻。酒杯上挂满的就推代表者葡萄酒的酒精度和饱满的酒体。香气：最初的香气是新橡木的味道占主导，带有香料烘烤的香气，以及果味的感觉。口感：酸度中等，酒体饱满，口感均衡，单宁微甜，有堂比尼罗的顺滑口感。余味优雅悠长。",,figuero_rebera_del_duero_4x.png,¥	138.00,¥	117.00,¥	140.40,¥	370.00,216%,68%,BwA,
ON,by_btl,Red,South Africa,Western Cape,,,4301,,,Cindy's Collection Shiraz-Pinotage,辛迪精选西拉品乐塔吉干红,750,,,,,,,,,,,¥	157.00,¥	117.00,¥	140.40,¥	370.00,216%,68%,SCH,
