Status,Bar Category,wine_style,Country,Region,Sub_region,3th_region,serial No.,vintage,name_en,name_zh,capacity_mL,alcoholicity,variety,rating,rating_rp,rating_ws,rating_jr,rating_am,info,image_id,enoteca_price,Source,trade_price,real_cost,,cellar_price,年份,期初存货,购入数量汇总,销售量汇总by bottle,销售数量汇总by glass,销售数量汇总tasting flights,内部调货数量汇总-兕维,损耗数量汇总,库存数量,实盘数量,存储位置,送货单单价,供应商供货总价,内部调货金额汇总兕维,销售成本,存货,AL+AM,Total real_cost,Total enoteca_price,销售单价  by bottle,销售单价 by glass,销售单价tasting flights,损耗金额汇总表,销售额汇总表,备注,购货价比对,库存比对,,盘存状态,
ON,by_btl,White,Italy,Trentino-Alto Adige,,,2060,2011,Alois Lageder Riff Pinot Grigio IGT,拉格德酒园白云石灰皮诺干白葡萄酒                              ,750,,Pinot Grigio/100%,,,,,,"Produced from vineyards around the Dolomites, this Pinot Grigio is very fresh and vital, showing spicy, melony fruit, a lees character and intense minerality. It is very refreshing and an outstanding value
 产自葡萄园周围的白云石土质，新鲜而具有生命力，口感略显辛辣，具有甜瓜香气, 具备酒香的特制并伴随强烈的矿物质气息。这是一款令人喜欢且物有所值的酒。

",Riff_Pinot_Grigio_2009.png,¥290.00,ASC,¥107.00,¥83.00,,¥103.75,2012,0,9,1,11,3,0,0,5.6,,冰箱2,83,747,0,282.2,481.4,763.6,¥747,¥290,1160,240,31.6,0,1044.8,,T,F,F,Y,
ON,by_btl,White,Italy,Trentino-Alto Adige,Alto Adige - Sudtirol,,2061,2011,Alois Lageder Pinot Grigio Sudtirol - Alto Adige,拉格德酒园灰皮诺干白葡萄酒                              ,750,,Pinot Grigio/100%,,88,,,,"Brilliant straw yellow with a green shimmer. Quite pronounced and expressive aromas with flowery and somewhat spicy notes. Richy flavored in the mouth, with a slight smokiness at the back and a good, fresh finish. 
Food suggestion: Enjoy with starters (Both fish or meat), pâtés and terrines, fish and shellfish poultry, white meat and mushrooms.
稻黄色的酒体闪烁着淡绿光泽，晶莹剔透。花朵与香料的芬芳颇为显著而富于表现力。口味丰饶，略带些许烟熏味道，回味清新而优雅。窖藏2-4年饮用为宜。
搭配头盘（鱼类、肉类皆可），沙锅类、贝类、家禽、白肉类及蘑菇味道鲜美。
",Alois_lageder_Pinot_Grigio_NV.png,¥420.00,ASC,¥215.00,¥150.00,,¥187.50,2011,0,12,2,1,0,0,1,8.8,,O2，冰箱2,150,1800,0,330,1320,1800,"¥1,800",¥840,1680,840,0,150,1260,,T,F,T,Y,
ON,by_btl,White,Italy,Friuli-Venezia Giulia,,,2062,2011,Antonutti Sauvignon Blanc DOC Antonutti,安东努蒂长相思(意大利法定产区),750,12.50%,Sauvignon Blanc/100%,,,,,,"Straw-yellow with subtle hints of copper. Light floral notes are followed by distinct fruity aromas. With air the wine opens with complex sensations on the nose and palate. The palate is characterized by lovely freshness that invites one for another sip.
色泽呈稻黄色，带有黄铜色。带有花香和浓郁的果香。葡萄酒和空气相遇后散发出丰富的香气与口感。口感清新，诱人。",antonutti_sauvignon.png,¥340.00,BwA,¥128.00,¥107.00,,¥133.75,2011,0,2,0,0,0,0,0,2,,冰箱2,107,214,0,0,214,214,¥214,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,White,Italy,Friuli-Venezia Giulia,,,2063,2012,Conte d’Attimis Maniago Pinot Grigio,曼尼哥灰比诺白葡萄酒,750,,Pinot Grigio,,,,,,"straw yellow colour. The characteristic, elegant and intense bouquet
is rich in oak, walnut husk, yellow peaches and golden apples. Harmonious and sophisticated
with marked yeasty hints acquired by maturation “sur lies”. The wine is lively on the palate
where it becomes full and velvety with very persistent ripe fruit flavours, supported by a
pleasant crispness.",Conte_d_Attimis_Maniago_Pinot_Grigio_BOTTIGLIE_Pagina_02.png,¥430.00,KER,¥163.00,¥140.00,,¥175.00,2011,0,3,0,0,0,0,0,3,,"P7,p5",140,420,0,0,420,420,¥420,¥0,0,0,0,0,0,,T,F,T,Y,
OFF,by_btl,White,Italy,Veneto,Soave,,2064,2009,Villalta Soave DOC,愉郎白葡萄酒DOC,750,13.00%,"Garganega/50%
Trebbiano/50%",,,,,,"此酒有澄黄色泽，带丰富的果香及新鲜的花香味。清脆的果味及清爽的酸度，带乾爽的结尾。
Pale straw coloured, with a fresh, fruity bouquet. Crisp fruit and refreshing acidity on the palate, finishing dry.",,¥280.00,LKS,¥90.00,¥76.00,,¥95.00,,0,3,0,0,0,0,0,3,,冰箱2,76,228,0,0,228,228,¥228,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Veneto,Soave,,2065,2008,Coffele Soave Classico,凯菲勒-索阿维白葡萄酒,750,,,,,,,,,,¥320.00,HY,,¥90.00,,¥112.50,,0,2,0,0,0,0,0,2,,冰箱2,90,180,0,0,180,180,¥180,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Veneto,Custoza,Bianco di Custoza,2066,2011,Agricola Cottini Bianco di Custoza DOC,毕安寇卡斯托干白葡萄酒（意大利法定产区）,750,12%,"Trebbiano Toscano /40%
Gargarena/ 30%
Cortese, Pinot Bianco &Chardonnay /15%
Tocai Friulano/15%",,,,,,"Bright white color, light body, lemon and green apple. Fresh and fruity.
亮白色，轻盈酒体，柠檬和青苹果的香气。带有果香味。",agricola_cottini_bianco_di_custoza.png,¥300.00,BwA,¥118.00,¥89.00,,¥111.25,2011,0,2,0,0,0,0,0,2,,6号箱,89,178,0,0,178,178,¥178,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Piedmont,Gavi,,2067,2011,"Michele Chiarlo Roverto, Gavi del Comune di Gavi DOCG",迈克基阿罗酒庄栎树林佳味保证法定产区干白葡萄酒                              ,750,,Cortese/100%,,,,,,"Pale straw color with green highlights. Ample, complex, elegant and persistent aromas with hints of vanilla, chocolate, anise and fresh hay. Dry, balanced and fragrant, with a silky texture and good length.
Excellent as an aperitif or to accompany soups, seafood or white meats.  
浅稻草黄色中掩映着淡绿色泽。香气复杂持久，馥郁而优雅，略带新鲜的青草味道。酒质略干，醇郁而和谐，有着丝绸般的质感，回味持久，悠长。
餐前饮用十分理想，与海鲜，汤类及白肉等菜肴搭配鲜美无比。
",Michele_chiarlo_rovereto_gavi.png,¥460.00,ASC,¥235.00,¥183.00,,¥228.75,2011,0,2,0,0,0,0,0,2,,冰箱2,183,366,0,0,366,366,¥366,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Piedmont,Roero Arneis,,2068,2011,Marchesi Incisa della Rocchetta Roero Arneis DOCG,罗埃诺阿内斯白葡萄酒(意大利保证法定产区),750,13.50%,Arneis/ 100%,,,,,,"This wine expresses its best potential in the first three years of life. Drink it young and appreciate its freshness and lively nature. The bottle should be stored in the dark, at a constant temperature of 15 °C or 59 °F, in a vertical position.
这款葡萄酒的最佳饮用期为三年。应该在其最新鲜，最有活力的状态平常。酒瓶需要储存在阴凉处，恒温15摄氏度或59华氏度，水平放置。",marchesi_incisa_della_rocchetta_roero_arneis.png,¥450.00,BwA,¥198.00,¥179.00,,¥223.75,2011,0,2,1,0,0,0,0,1,,冰箱2,179,358,0,179,179,358,¥358,¥450,1800,0,0,0,450,,T,F,T,Y,
ON,by_btl,White,Italy,Tuscana,IGT Bianco,,2069,2011,Castello Banfi Le Rime Pinot Grigio - Chardonnay Toscana IGT,托斯卡纳地区瑞米白葡萄酒                              ,750,,"Pinot Grigio/30% 
Chardonnay/70% 

",,,,,,"Pale straw/yellow color. Very soft and fruit-forward aromas reminiscent of lime, pear, and banana together with some floral notes. Lively acidity delivers freshness and a long finish on the palate. 
Served chilled, Le Rime is the perfect partner to a full range of foods including pasta, vegetables, fish, seafood, veal and poultry dishes. 
淡黄色酒体。青柠，梨子，香蕉的柔和果香与些许花香交织融合。酸味活跃，回味清新持久。
饮用前需冰镇。可搭配意面，蔬菜，鱼，海鲜，小牛肉和禽类。
",Banfi_le_rime_toscana.png,¥280.00,ASC,¥118.00,¥79.00,,¥98.75,2011,0,2,0,0,0,0,0,2,,冰箱2,79,158,0,0,158,158,¥158,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Tuscana,IGT Bianco,,2070,2011,Ruffino Libaio Chardonnay Toscana IGT,鲁芬诺利比奥莎当妮干白葡萄酒                              ,750,,Chardonnay/100% ,,,86,,,"Medium straw in color with aromas of green apples, lemons, nuts and pineapple. Very dry and quite full, with pronounced flavors of citrus fruit, earth and dry nutty tones, followed by a long, crisp finish. The overall impression is fresh, crisp, lively and yet full of flavor.Antipasto, poultry, seafood, pasta, cream sauces.
此酒呈现出美丽的金黄色，富含苹果，柠檬，坚果和菠萝的混合果香。酒质干冽而酒体丰满，饮后有着草本植物的口感，令人回味无穷。
此酒适宜与海鲜类食品相搭配。

",Ruffino_libaio_chardonnay_toscana.png,¥300.00,ASC,¥125.00,¥87.00,,¥108.75,2011,0,2,0,0,0,0,0,2,,冰箱2,87,174,0,0,174,174,¥174,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Umbria,Orvieto,,2071,2011,Marchesi Antinori Santa Cristina Campogrande Orvieto Classico,圣克里斯蒂娜田园经典奥维托白葡萄酒,750,12%,"Procancio/40%
Grechetto/40%
Verdello/15%
Drupeggio, Malvasia/5%
",,,,,,"明亮的杆色，洋溢丰富而优雅的水果味，酒体和，呈出与不同的美好口感
The wine , a straw yellow in color, shows intense and ample aromas of melon, pineapple, and orange flowers. It is lightly sweet in flavour with a balanced acidicty which adds to its drinking pleasure",Santa_Cristina_Campogrande_Ovieto.png,¥300.00,LKS,¥99.00,¥89.00,,¥111.25,,0,3,0,0,0,0,0,3,,O2,89,267,0,0,267,267,¥267,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Campania,,,2072,2011,Villa Matilde Rocca Dei Leoni Falanghina delle Campania IGT,马蒂尔德-法兰白葡萄酒,750,,,,,,,,,,¥330.00,HY,,¥100.00,,¥125.00,,0,2,0,0,0,0,0,2,,O,100,200,0,0,200,200,¥200,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Sicilia,,,2073,2011,Firriato Chiaramonte Ansonica,菲维亚托齐拉蒙特干白,750,,Ansonica/100%,,,,,,"Golden yellow colour with greenish hints.flower on the nose.Elegant and delicate with flowery and aromatic herbs in the finish; fresh and savoury structure.Ideal to accompany grilled white fish, oysters, lobsters, crabs or grilled chicken.
金黄色略带绿色。清新的花香。优雅而精致，后味有花香以及药草的香味。清新味美。最适于搭配烤鱼、牡蛎、龙虾、蟹或烤鸡。",,¥320.00,Torres,¥137.00,¥93.00,,¥116.25,,0,2,0,0,0,0,0,2,,O,93,186,0,0,186,186,¥186,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Italy,Sicilia,,,2074,2011,Donnafugata Anthilia Sicilia IGT,多娜佳塔酒园阿塞丽干白葡萄酒                              ,750,," Ansonica/50%
 Cataratto/ 50%

",,,,,,"Aromas of yellow peaches and plums. On the palate, it is soft with a pleasant mouth feel.  Very enjoyable served with lightly smoked fish, seafood and lighter dishes.  
 黄桃与李子的芬芳沁人心脾，口感柔和怡人。
与微熏的鱼类或海鲜及口味清淡的菜肴搭配鲜美可口。",anthilia_donnafugata_nv.png,¥380.00,ASC,¥157.00,¥122.00,,¥152.50,2012,0,22,13,20,9,0,0,4.4,,冰箱1，冰箱2,122,2684,0,2098.4,610,2708.4,"¥2,684","¥4,940",1520,280,31.6,0,6434.8,,T,F,F,Y,
OFF,by_btl,White,Italy,Sardegna,,,2075,2011,Argiolas Costamolino Vermentino di Sardegna DOC,阿吉拉斯酒庄 科斯塔莫白葡萄酒,750,13.50%,Vermentino,,89,,,,"Color:Bright yellow with a green hint.
Nose:tropical fruit like pineapple and fig,later come out a elderflower sweet. 
Palate: Full body, low acidity with a melon and ripen apple flavor, fresh and relax touch in the mouth.
色泽：带绿色边缘的亮黄色。
香气：明显的热带水果 菠萝无花果的味道，之后又有接骨木花的甜香
口感：酒体饱满，在香瓜和成熟苹果味略带酸味。在口中仍比较清爽。",argiolas_costamolino_vermentino_di_sardegna.png,¥390.00,EMW,¥150.00,¥135.00,,¥168.75,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,¥0,0,0,0,0,0,,T,T,F,Y,
ON,by_btl,White,Spain,Rías Baixas,,,2076,2011,Martín Códax Albariño ,阿尔芭丽诺白葡萄酒 ,750,,Albariño/100%,,86,,,,用初次榨取的原汁发酵而成，未经橡木陈酿。香气四溢 Made from the first press. No ageing. Very aromatic.,,¥390.00,Torres,,¥126.00,,¥157.50,,0,3,0,0,0,0,0,3,,冰箱2,126,378,0,0,378,378,¥378,¥0,0,0,0,0,0,,T,F,F,Y,
OFF,by_btl,White,Spain,Cava,,,2077,2011,Freixenet Mia White,菲斯奈特臻我白葡萄酒                              ,750,,"Parellada
Moscatel",,,,,,"The colour is pale straw yellow. At the nose shows fresh fruit intensive touch like apples, pears and bananas. Also we can find some flours, white flora and hints of orange blossom coming from the Moscatel. At the palate is fresh and light, highly aromatic, fruits dominate again but also hints of honey that make it ideal to combine with Cheeses, foie gras and many salads or as a simply relaxful drink at a terrace in front of the sea浅浅的稻黄色泽。馥郁的苹果、梨和香蕉的水果芬芳。略带一丝清新的花香，以及莫斯卡托葡萄含有的橘香味。口感清爽，果香浓郁，伴有些许的蜂蜜味，因此很适合搭配奶酪、鹅肝、沙拉或作为海边的休闲饮品。
",freixenet_mia_blanc_bs.png,¥270.00,ASC,¥99.00,¥77.00,,¥96.25,2011,0,2,1,0,0,0,0,1,,,77,154,0,77,77,154,¥154,¥270,1080,0,0,0,270,,T,F,T,Y,
ON,by_btl,White,Spain,Cataluña,,,2078,2011,Torres Vina Esmeralda,桃乐丝宝石半干白葡萄酒,750,11.50%,"Muscat/85%
Gewürztraminer/15%",,88,,,,"Straw colour, with brilliant iridescences.Very rich aroma, with floral (rose and jasmine) and fruity (passion fruit and banana) highlights over a fine base of spices (lavender and vanilla). Fresh palate with smooth acidity. The floral and fruity notes are complemented by nuances of thyme, bay leaf and green apple.Best wine matching with Asian cuisine, either with shellfish or spicy dishes.
麦秆色，有明亮的彩虹色。香气丰富，在香料（熏衣草和香草）的香气之上弥漫着花香（玫瑰和茉莉）以及水果香（西番莲和香蕉）。口感清新，酸味柔顺，百里香、月桂树叶和青苹果的味道补充了原有的花香和果味。最适合搭配亚洲菜肴的葡萄酒，与贝类或辣味菜肴搭配都很适合。",,¥350.00,Torres,¥148.00,¥95.00,,¥118.75,,0,9,5,0,0,1,0,3,,P2,95,855,95,475,380,855,¥855,"¥1,600",1350,0,0,0,1600,3瓶售价300,T,F,F,Y,
ON,by_btl,White,Portugal,Vinho Verde,,,2079,NV,Aliança Casal Mendes Vinho Verde White,卡萨门德白葡萄酒                     ,750,,"Azal
Pedernã
Trajadura
Loureiro",,,,,,"Citrus colour and green reflexes.，Fruity aroma.，Lively spritz and lightness and dry fruity taste.
Ideal with seafood, fish, salads or by itself.
 酒体呈明亮的橘色并反射着青绿色的光晕，水果芳香，口感淡雅，偏干，果味浓郁。
配餐建议：与海鲜，鱼类，沙拉相配较为适宜，或者单独饮用也可。

",c_Mendes_vinho_verde.png,¥224.00,ASC,¥67.00,¥52.00,,¥65.00,,0,2,0,0,0,0,0,2,,冰箱3,52,104,0,0,104,104,¥104,¥0,0,0,0,0,0,,T,F,F,Y,
ON,by_btl,White,Austria,Niederosterreich,Kamptal,,2080,2011,Weingut Bründlmayer Grüner Veltliner Bankett,绿威林圣宴白葡萄酒                              ,750,,Gruner Veltliner/100% ,,,,,,"Lemon and lime fruit with a spicy peppery background, fresh and sappy on  the palate, mineral nuances, good structure and balance, medium body and length  具有柠檬和橙类水果味，并带有胡椒类香料的气息，口感上新鲜而充沛，细微的矿物气息，良好的机构和平衡感，中度酒体及回味。",weingut_brundlmayer_gruner_veltliner_2009.png,¥390.00,ASC,¥176.00,¥137.00,,¥171.25,2011,0,2,0,0,0,0,0,2,,冰箱2,137,274,0,0,274,274,¥274,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Austria,Niederosterreich,Kamptal,,2081,2005,Laurenz V Charming Grüner Veltliner,劳伦斯五劳伦斯五维特利纳白葡萄酒,750,,Gruner Veltliner,,,,,,"葡萄富有细腻、微妙的芳香，也保留了其天然的充满活力的酸度。                                                                         Grape is exquisite, delicate fragrance, has kept its natural vibrant acidity",Laurenz_V_Charming_Grüner_Veltliner.png,¥540.00,Watsons,¥288.00,¥216.00,,¥270.00,2005,0,6,1,0,0,0,0,5,,P3,216,1296,0,216,1080,1296,"¥1,296",¥540,2160,0,0,0,540,,T,F,T,Y,
ON,by_btl,White,Hungry,Tokaji,,,2082,2007,Oremus Furmint Mandolás,托刻伊曼多拉斯,750,,Furmint/100%,,,,,,"Golden color.Different fruit character of the grape, the mineral aromas of the land.a full-tasting experience in the mouth which adds oiliness to the fruity tastes, and ends with the freshness of the acidity that s typical of the region and its wines.
金黄色。展现出由葡萄带来的不同的果味特征、由当地土质产生的矿物味道。细腻爽滑的果味和来自地特有的葡萄的清新的酸度，带给饮用者无限享受的品尝体验。",,¥420.00,Torres,¥190.00,¥133.00,,¥166.25,,0,1,0,0,0,0,0,1,,O,133,133,0,0,133,133,¥133,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Switzerland,Valais,Sion,,2083,2011,Robert Gilliard Sion Fendant Les Murettes,罗伯特.吉尔勒斯慕特干白葡萄酒,750,,,,,,,,,,¥690.00,SCH,¥365.00,¥273.00,,¥341.25,2011,0,2,1,0,0,0,0,1,,"k10,11",273,546,0,273,273,546,¥546,¥690,1380,0,0,0,690,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,,,2084,2012,Wolf Blass Bilyara Chardonnay,禾富酒园神雕莎当妮白葡萄酒                              ,750,,Chadonnay/100%,,,,,,"Mid straw in color with a vibrant youthful hue. The bouquet is typical of Australian chardonnay with tropical melon and peach characters and subtle oak integration. The palate is medium weight with rich fruit flavors and a backbone of supporting French oak. The finish is crisp, dry and refreshing.
Enjoy with chicken dishes, fresh seafood and salads. 
适中的稻黄色酒体掩映出迷人的色泽，年轻而充满活力。蕴含典型的澳洲霞多丽特有的香瓜、蜜桃的芬芳，及些许微妙的橡木气息。口味适中，果味丰富，法国橡木特质令此酒颇有力度。回味略干，清新爽利。
与鸡肉、海鲜及沙拉搭配鲜美无比。
",wolf_blass_bilyara_chardonnay.png,¥270.00,ASC,¥89.00,¥69.00,,¥86.25,2012,0,1,0,0,0,0,0,1,,P8,69,69,0,0,69,69,¥69,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,,,2085,2011,Peter Lehmann Weighbridge Unoaked Chardonnay,乐民酒园维桥莎当妮白葡萄酒                              ,750,,Chadonnay/100%,,,,,,"Brilliant straw with green tints, Redolent of freshly picked, sun –ripened white peach. Soft fruit giving a generous middle palate, balanced by a delightfully crisp acidity and finishing long with lingering peach flavors. 明亮的稻色中掩映着一抹绿色光泽，散发着成熟白桃的香味，口感适中，柔和的果味与脆爽的酸度形成了良好的平衡。余味绵长带蜜桃气息。",peter_lehmann_unoaked_chardonnay_nv.png,¥277.00,ASC,¥92.00,¥71.00,,¥88.75,2011,0,2,0,0,0,0,0,2,,P7,71,142,0,0,142,142,¥142,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,,,2086,2011,Penfolds Private Release Chardonnay,奔富酒园精选莎当妮干白葡萄酒                              ,750,,Chadonnay/100%,,,,,,"Pale straw yellow color with youthful green hues. Fresh aromas of tropical fruits and melon are complemented by underlying creaminess and a touch of spicy oak. Medium bodied with ripe peach and green pear flavors, and notes of toasted oak. A delicate acid backbone ensures a clean, fresh finish.
An excellent accompaniment to seafood, chicken and pasta. 淡雅的稻草黄色酒体掩映出活泼的亮绿色泽。热带水果与香瓜的新鲜果香在一丝橡木辛香与乳香补充下更加完整。酒体适中，蜜桃与青梨的口味十分成熟，并带有些许橡木烘烤香味。果酸精致，回味清新爽利。
搭配海鲜、鸡肉及意大利面鲜美无比。
",Penfolds_private_release_chardonnay_nv.png,¥290.00,ASC,¥106.00,¥83.00,,¥103.75,2012,0,2,1,0,0,0,0,1,,P10,83,166,0,83,83,166,¥166,¥290,1160,0,0,0,290,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,,,2087,2012,Wolf Blass Yellow Label Riesling,澳大利亚禾富酒园南澳黄牌薏丝琳白葡萄酒                              ,750,,,,86,87,87,,"Pale yellow in color with light green hues. The nose shows vibrant varietal aromas of citrus, lemon and lime, with subtle floral notes. The elegantly balanced palate displays fresh citrus and varietal fruit flavors supported by crisp acidity. 
Smoked salmon with creamy dill and tarragon dressing or proscuttio and pear salad.
清雅的淡黄色酒体掩映着亮绿色光泽。葡萄品种特有的柑橘、柠檬及橙子的芬芳十分迷人，并透出一丝淡淡的花香。口感优雅平衡，展现出柑橘及浓郁的水果口味，天然的果酸颇富质感。
搭配熏三文鱼佐以莳萝、龙蒿或梨子沙拉味道鲜美可口。

",Wolf_blass_yellow_label_riesling.png,¥340.00,ASC,¥137.00,¥107.00,,¥133.75,2012,0,2,0,0,0,0,0,2,,6号箱,107,214,0,0,214,214,¥214,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,Mount Lofty Ranges,Adelaide Hills,2088,2009,Jacob’s Creek Reserve Chardonnay Adelaide Hill,杰卡斯霞多丽珍藏系列阿得雷德山脉干白,750,,Chardonnay/100%,,,,,,"颜色:
浅黄色,伴有鲜艳的绿色调
酒香:
凉爽气候下形成的极具品种特色的柑橘类水果和白桃芳香,并伴有些许橡木辛辣香气。
口味:
柠檬橘类水果的香气，伴随些许腰果的香味，并富含有质感的奶油厚重感。这款美酒口味丰满，又有清脆的果酸味，使其结构优美、回味悠久。
Colour:
Pale yellow with vibrant green hues
Bouquet:
Highly fragrant cool climate varietal aromas of citrus and white peach,
with a touch of spicy oak.
Palate:
Lemon citrus with a hint of cashew nut and rich, textural creamy weight.
A full flavoured wine with crisp acidity that provides an elegant structure
and great length.
",,¥390.00,PRC,¥182.00,¥165.00,,¥206.25,,0,2,0,0,0,0,0,2,,12号箱,165,330,0,0,330,330,¥330,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,Mount Lofty Ranges,Adelaide Hills,2089,2011,Shaw and Smith Sauvignon Blanc ,沙朗苏维翁白葡萄酒 ,750,13.00%,Sauvignon Blanc/100%,,90,91,15.5,,"此酒是不经木桶储存，芳香苏维翁加上更成熟的草般果子香味。 口腔内充满著多种清新果味及爽口酸度。
The wine is unwooded to maximize varietal punch, the aroma has restrained sauvignon grassiness coupled with riper fruit characters. the palate is fresh and lively with pure varietal flavors and crisp acidity.",Shaw_Smith_Sauvignon_Blanc_Adelaide_Hills.png,¥630.00,LKS,¥295.00,¥251.00,,¥313.75,2012,0,3,0,0,0,0,0,3,,冰箱2,251,753,0,0,753,753,¥753,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,Mount Lofty Ranges,Clare Valley,2090,2012,Knappstein Riesling,葡萄之路纳普斯坦新酿薏丝琳干白葡萄酒                              ,750,,Riesling/100%,,,85,,,"Delicate lemon lime and orange blossom dominate, with a hint of bath powder. The palate has lovely lemon lime fruit intensity. A very full rich middle palate and lovely crisp acidity helps emphasize the long fruit finish.
精致的柠檬、橙子花香与一丝浴粉的淡雅清香交织融合。怡人的柠檬果味颇为浓郁，充盈口腔。果酸爽利，令回味中果味十分突出。

",Knappstein_Riesling_NV.png,¥330.00,ASC,¥136.00,¥106.00,,¥132.50,2011,0,2,0,0,0,0,0,2,,冰箱2,106,212,0,0,212,212,¥212,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,South Australia,Mount Lofty Ranges,Clare Valley,2091,2012,Petaluma Hanlin Hill Riesling,澳大利亚葡萄之路薏丝琳白葡萄酒                              ,750,,Riesling/100%,,,,,,"This wine has stone fruit and tropical fruit aromas and flavors. Lime characters are also present and will grow with time in the bottle to balance the evident mineral slaty finish nicely.

Food Suggestion: Excellent as an aperitif, or with many styles of Chinese food, salads and rich poultry.
带有核果及热带水果的芳香和口味，来自克莱尔谷带有橙味的典型的雷司令特质得到充分展现，并且随着在瓶中陈放时间的推移，将与回味中矿物质的味道达到完美的平衡。
非常适宜作开胃酒，或与各类中国菜肴，沙拉及味浓的禽类搭配。
",Petaluma_Hanlin_Hill_Riesling_2010.png,¥390.00,ASC,¥168.00,¥131.00,,¥163.75,2012,0,2,0,0,0,0,0,2,,冰箱2,131,262,0,0,262,262,¥262,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2092,2009,Xanadu Dragon Sauvignon Blanc Semillon,"仙乐都""龙""长相思赛美蓉干白葡萄酒",750,12.50%,"Sauvignon Blanc/55%
Semillon/45% ",,,,,,"浅稻草色带有一丝绿色边晕。香气活泼，清新柔和；酒体适中，具有辛香的热带果香和橘香。一款易饮的典型的玛格丽特河白葡萄酒Pale straw with a slight green tinge. The vibrant bouquet offers fresh citrus and herbal aromas with guava and lemon sherbert characters in the background. Medium bodied, the lively palate displays spicy tropical characters, passionfruit and zesty citrus flavours. An easy drinking ‘Classic’ Margaret River wine style with wonderful purity of fruit with a crisp refreshing finish.",,¥360.00,TWR,¥140.00,¥98.00,,¥122.50,2009,0,6,0,1,0,0,2,4,,冰箱2,98,588,0,0,411.6,588,¥588,¥0,0,288,0,176.4,72,,T,F,T,Y,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2093,2011,Leeuwin Estate Siblings Sauvignon Blanc Semillon,露纹酒园兄妹情白苏维翁瑟美戎干白葡萄酒                              ,750,,"Sauvignon Blanc
Semillon",,89,,93,,"Pale straw with lime green edges. This wine has a rich lifted floral and lychee nose with a wonderful flinty edge combining all the characteristics to be found in Leeuwin Estate Sauvignon Blanc fruit. 
酒色呈清醇的青柠色，充满浓郁的荔枝香味，长相思葡萄品种的所有特质在此款酒中得到充分展现。

",Leeuwin_estate_siblings_sauvignon_semillon_2010.png,¥390.00,ASC,¥183.00,¥143.00,,¥178.75,2011,0,2,0,0,0,0,0,2,,冰箱2,143,286,0,0,286,286,¥286,¥0,0,0,0,0,0,,T,F,T,Y,
ON,by_btl,White,Australia,Western Australia,Margaret River,,2094,2009,Leeuwin Estate Art Series Chardonnay,露纹酒园莎当妮干白葡萄酒                           ,750,,Chadonnay/100%,,,,,,"The color is a brilliant green straw. Intensely lifted aromas of ripe yellow pear skins, the petals of citrus blossom, nectarine and ripe peach accompanied by hints of fig and cashews from barrel maturation on yeast lees with integrated charry French oak. The palate displays the mouth filling and intense flavors of fresh ripe pears which is full bodied and incredibly rich, intermingling with delicious stone fruit flavors and nectarine. The middle palate shows richness from both the fruit and the lees stirring, with a lingering fresh citrus finish. 
明亮的稻黄色酒体。散发着熟透洋梨，柑橘花瓣，油桃和成熟桃子的混合芳香，并伴随着橡木桶陈酿成熟期中酒糟发酵所孕育出的淡雅无花果和腰果的芬芳，同时融入了法国橡木的碳香。洋梨味道浓郁醇厚，加之核果和油桃的点缀使此酒更为丰腴饱满，果味十足且渣滓活跃，体现了其回味持久且充满绵长的清爽柑橘芳香之特性。",Leeuwin_estate_art_series_chardonnay_bs_2009.png,"¥1,320.00",ASC,,¥573.30,,¥716.63,,0,2,0,0,0,0,0,2,,P13,573.3,1146.6,0,0,1146.6,1146.6,"¥1,146.60",¥0,0,0,0,0,0,,T,F,T,Y,
